{'loss': 4.0027, 'grad_norm': 8.421422004699707, 'learning_rate': 4.9074074074074075e-05, 'epoch': 0.07}
{'loss': 2.9018, 'grad_norm': 9.478608131408691, 'learning_rate': 4.074074074074074e-05, 'epoch': 0.74}
{'loss': 2.9344, 'grad_norm': 7.143213272094727, 'learning_rate': 3.981481481481482e-05, 'epoch': 0.81}
{'loss': 3.0032, 'grad_norm': 21.04973602294922, 'learning_rate': 3.888888888888889e-05, 'epoch': 0.89}
{'loss': 2.9201, 'grad_norm': 8.741897583007812, 'learning_rate': 3.7962962962962964e-05, 'epoch': 0.96}
{'loss': 2.6029, 'grad_norm': 8.172377586364746, 'learning_rate': 3.7037037037037037e-05, 'epoch': 1.03}
{'loss': 2.6522, 'grad_norm': 15.763381958007812, 'learning_rate': 3.611111111111111e-05, 'epoch': 1.1}
{'loss': 2.5787, 'grad_norm': 7.679786682128906, 'learning_rate': 3.518518518518519e-05, 'epoch': 1.18}
{'loss': 2.6809, 'grad_norm': 11.95026683807373, 'learning_rate': 3.425925925925926e-05, 'epoch': 1.25}
{'loss': 2.5886, 'grad_norm': 7.616584300994873, 'learning_rate': 3.3333333333333335e-05, 'epoch': 1.32}
{'loss': 2.7446, 'grad_norm': 12.994475364685059, 'learning_rate': 3.240740740740741e-05, 'epoch': 1.4}
{'loss': 2.6794, 'grad_norm': 13.59041976928711, 'learning_rate': 3.148148148148148e-05, 'epoch': 1.47}
{'loss': 2.5823, 'grad_norm': 2.7544922828674316, 'learning_rate': 3.055555555555556e-05, 'epoch': 1.55}
{'loss': 2.5801, 'grad_norm': 9.821138381958008, 'learning_rate': 2.962962962962963e-05, 'epoch': 1.62}
{'loss': 2.6349, 'grad_norm': 7.993857383728027, 'learning_rate': 2.8703703703703706e-05, 'epoch': 1.69}
{'loss': 2.533, 'grad_norm': 12.405780792236328, 'learning_rate': 2.777777777777778e-05, 'epoch': 1.77}
{'loss': 2.6199, 'grad_norm': 14.599499702453613, 'learning_rate': 2.6851851851851855e-05, 'epoch': 1.84}
{'loss': 2.5812, 'grad_norm': 5.906514644622803, 'learning_rate': 2.5925925925925925e-05, 'epoch': 1.92}
{'loss': 2.5236, 'grad_norm': 6.708896636962891, 'learning_rate': 2.5e-05, 'epoch': 1.99}
{'loss': 2.2734, 'grad_norm': 6.3348798751831055, 'learning_rate': 2.4074074074074074e-05, 'epoch': 2.06}
{'loss': 2.3192, 'grad_norm': 4.829813003540039, 'learning_rate': 2.314814814814815e-05, 'epoch': 2.13}
{'loss': 2.4141, 'grad_norm': 8.73977279663086, 'learning_rate': 2.2222222222222223e-05, 'epoch': 2.21}
{'loss': 2.39, 'grad_norm': 7.793723106384277, 'learning_rate': 2.1296296296296296e-05, 'epoch': 2.28}
{'loss': 2.2841, 'grad_norm': 9.32430362701416, 'learning_rate': 2.037037037037037e-05, 'epoch': 2.35}
{'loss': 2.2781, 'grad_norm': 1.4958475828170776, 'learning_rate': 1.9444444444444445e-05, 'epoch': 2.43}
{'loss': 2.3005, 'grad_norm': 2.9379758834838867, 'learning_rate': 1.8518518518518518e-05, 'epoch': 2.5}
{'loss': 2.3585, 'grad_norm': 7.776113986968994, 'learning_rate': 1.7592592592592595e-05, 'epoch': 2.58}
{'loss': 2.3814, 'grad_norm': 7.509974002838135, 'learning_rate': 1.6666666666666667e-05, 'epoch': 2.65}
{'loss': 2.3149, 'grad_norm': 9.635270118713379, 'learning_rate': 1.574074074074074e-05, 'epoch': 2.72}
{'loss': 2.4067, 'grad_norm': 10.254247665405273, 'learning_rate': 1.4814814814814815e-05, 'epoch': 2.8}
{'loss': 2.3814, 'grad_norm': 5.757225036621094, 'learning_rate': 1.388888888888889e-05, 'epoch': 2.87}
{'loss': 2.2957, 'grad_norm': 5.962607383728027, 'learning_rate': 1.2962962962962962e-05, 'epoch': 2.94}
{'loss': 2.22, 'grad_norm': 6.138571739196777, 'learning_rate': 1.2037037037037037e-05, 'epoch': 3.01}
{'loss': 2.2472, 'grad_norm': 8.63979434967041, 'learning_rate': 1.1111111111111112e-05, 'epoch': 3.09}
{'loss': 2.2319, 'grad_norm': 6.456691741943359, 'learning_rate': 1.0185185185185185e-05, 'epoch': 3.16}
{'loss': 2.1726, 'grad_norm': 5.378711700439453, 'learning_rate': 9.259259259259259e-06, 'epoch': 3.24}
{'loss': 2.1908, 'grad_norm': 7.435420036315918, 'learning_rate': 8.333333333333334e-06, 'epoch': 3.31}
{'loss': 2.1835, 'grad_norm': 1.475878119468689, 'learning_rate': 7.4074074074074075e-06, 'epoch': 3.38}
{'loss': 2.2108, 'grad_norm': 8.477025032043457, 'learning_rate': 6.481481481481481e-06, 'epoch': 3.46}
{'loss': 2.2244, 'grad_norm': 1.560724139213562, 'learning_rate': 5.555555555555556e-06, 'epoch': 3.53}
{'loss': 2.2397, 'grad_norm': 4.841648578643799, 'learning_rate': 4.6296296296296296e-06, 'epoch': 3.61}
{'loss': 2.2144, 'grad_norm': 4.318604946136475, 'learning_rate': 3.7037037037037037e-06, 'epoch': 3.68}
{'loss': 2.2091, 'grad_norm': 10.821378707885742, 'learning_rate': 2.777777777777778e-06, 'epoch': 3.75}
{'loss': 2.1483, 'grad_norm': 3.281235456466675, 'learning_rate': 1.8518518518518519e-06, 'epoch': 3.83}
{'loss': 2.1707, 'grad_norm': 3.411020517349243, 'learning_rate': 9.259259259259259e-07, 'epoch': 3.9}
{'loss': 2.1913, 'grad_norm': 4.071300983428955, 'learning_rate': 0.0, 'epoch': 3.97}
{'train_runtime': 70.2931, 'train_samples_per_second': 92.413, 'train_steps_per_second': 7.682, 'train_loss': 2.5708918041653104, 'epoch': 3.97}
4 0.8007380073800738
# final_acc: 79.56±1.54
