{'loss': 3.9604, 'grad_norm': 8.945859909057617, 'learning_rate': 4.9074074074074075e-05, 'epoch': 0.07}
{'loss': 2.9481, 'grad_norm': 9.69229507446289, 'learning_rate': 4.074074074074074e-05, 'epoch': 0.74}
{'loss': 2.9491, 'grad_norm': 11.79901123046875, 'learning_rate': 3.981481481481482e-05, 'epoch': 0.81}
{'loss': 2.9784, 'grad_norm': 16.31372833251953, 'learning_rate': 3.888888888888889e-05, 'epoch': 0.89}
{'loss': 2.9365, 'grad_norm': 9.847932815551758, 'learning_rate': 3.7962962962962964e-05, 'epoch': 0.96}
{'loss': 2.5784, 'grad_norm': 6.131802082061768, 'learning_rate': 3.7037037037037037e-05, 'epoch': 1.03}
{'loss': 2.6712, 'grad_norm': 15.885213851928711, 'learning_rate': 3.611111111111111e-05, 'epoch': 1.1}
{'loss': 2.5936, 'grad_norm': 8.606636047363281, 'learning_rate': 3.518518518518519e-05, 'epoch': 1.18}
{'loss': 2.6327, 'grad_norm': 10.715697288513184, 'learning_rate': 3.425925925925926e-05, 'epoch': 1.25}
{'loss': 2.5838, 'grad_norm': 9.923613548278809, 'learning_rate': 3.3333333333333335e-05, 'epoch': 1.32}
{'loss': 2.7474, 'grad_norm': 12.700218200683594, 'learning_rate': 3.240740740740741e-05, 'epoch': 1.4}
{'loss': 2.6986, 'grad_norm': 12.255240440368652, 'learning_rate': 3.148148148148148e-05, 'epoch': 1.47}
{'loss': 2.5388, 'grad_norm': 3.20352840423584, 'learning_rate': 3.055555555555556e-05, 'epoch': 1.55}
{'loss': 2.5129, 'grad_norm': 9.767790794372559, 'learning_rate': 2.962962962962963e-05, 'epoch': 1.62}
{'loss': 2.5728, 'grad_norm': 8.763794898986816, 'learning_rate': 2.8703703703703706e-05, 'epoch': 1.69}
{'loss': 2.4897, 'grad_norm': 9.590015411376953, 'learning_rate': 2.777777777777778e-05, 'epoch': 1.77}
{'loss': 2.5887, 'grad_norm': 21.45790672302246, 'learning_rate': 2.6851851851851855e-05, 'epoch': 1.84}
{'loss': 2.6453, 'grad_norm': 7.0161824226379395, 'learning_rate': 2.5925925925925925e-05, 'epoch': 1.92}
{'loss': 2.5495, 'grad_norm': 6.956591606140137, 'learning_rate': 2.5e-05, 'epoch': 1.99}
{'loss': 2.2999, 'grad_norm': 5.989463806152344, 'learning_rate': 2.4074074074074074e-05, 'epoch': 2.06}
{'loss': 2.3302, 'grad_norm': 8.246284484863281, 'learning_rate': 2.314814814814815e-05, 'epoch': 2.13}
{'loss': 2.3619, 'grad_norm': 6.3097825050354, 'learning_rate': 2.2222222222222223e-05, 'epoch': 2.21}
{'loss': 2.324, 'grad_norm': 7.349944114685059, 'learning_rate': 2.1296296296296296e-05, 'epoch': 2.28}
{'loss': 2.2915, 'grad_norm': 5.524485111236572, 'learning_rate': 2.037037037037037e-05, 'epoch': 2.35}
{'loss': 2.297, 'grad_norm': 2.244706630706787, 'learning_rate': 1.9444444444444445e-05, 'epoch': 2.43}
{'loss': 2.2743, 'grad_norm': 8.986817359924316, 'learning_rate': 1.8518518518518518e-05, 'epoch': 2.5}
{'loss': 2.2968, 'grad_norm': 10.364422798156738, 'learning_rate': 1.7592592592592595e-05, 'epoch': 2.58}
{'loss': 2.3754, 'grad_norm': 7.413917541503906, 'learning_rate': 1.6666666666666667e-05, 'epoch': 2.65}
{'loss': 2.3814, 'grad_norm': 5.648801326751709, 'learning_rate': 1.574074074074074e-05, 'epoch': 2.72}
{'loss': 2.3561, 'grad_norm': 12.72460651397705, 'learning_rate': 1.4814814814814815e-05, 'epoch': 2.8}
{'loss': 2.3416, 'grad_norm': 1.8268791437149048, 'learning_rate': 1.388888888888889e-05, 'epoch': 2.87}
{'loss': 2.3377, 'grad_norm': 10.026725769042969, 'learning_rate': 1.2962962962962962e-05, 'epoch': 2.94}
{'loss': 2.1542, 'grad_norm': 4.196549892425537, 'learning_rate': 1.2037037037037037e-05, 'epoch': 3.01}
{'loss': 2.2155, 'grad_norm': 4.86897611618042, 'learning_rate': 1.1111111111111112e-05, 'epoch': 3.09}
{'loss': 2.2409, 'grad_norm': 8.842592239379883, 'learning_rate': 1.0185185185185185e-05, 'epoch': 3.16}
{'loss': 2.1871, 'grad_norm': 2.6854782104492188, 'learning_rate': 9.259259259259259e-06, 'epoch': 3.24}
{'loss': 2.1503, 'grad_norm': 4.081578731536865, 'learning_rate': 8.333333333333334e-06, 'epoch': 3.31}
{'loss': 2.1885, 'grad_norm': 1.1004499197006226, 'learning_rate': 7.4074074074074075e-06, 'epoch': 3.38}
{'loss': 2.2029, 'grad_norm': 7.927401542663574, 'learning_rate': 6.481481481481481e-06, 'epoch': 3.46}
{'loss': 2.2111, 'grad_norm': 1.345177173614502, 'learning_rate': 5.555555555555556e-06, 'epoch': 3.53}
{'loss': 2.2109, 'grad_norm': 4.704925537109375, 'learning_rate': 4.6296296296296296e-06, 'epoch': 3.61}
{'loss': 2.1909, 'grad_norm': 1.6926761865615845, 'learning_rate': 3.7037037037037037e-06, 'epoch': 3.68}
{'loss': 2.1923, 'grad_norm': 6.848365783691406, 'learning_rate': 2.777777777777778e-06, 'epoch': 3.75}
{'loss': 2.1152, 'grad_norm': 2.7226405143737793, 'learning_rate': 1.8518518518518519e-06, 'epoch': 3.83}
{'loss': 2.1634, 'grad_norm': 2.8018977642059326, 'learning_rate': 9.259259259259259e-07, 'epoch': 3.9}
{'loss': 2.1537, 'grad_norm': 2.978440284729004, 'learning_rate': 0.0, 'epoch': 3.97}
{'train_runtime': 69.721, 'train_samples_per_second': 93.171, 'train_steps_per_second': 7.745, 'train_loss': 2.569930436876085, 'epoch': 3.97}
4 0.8118081180811808
# final_acc: 79.41±1.54
