{'loss': 4.2647, 'grad_norm': 27.289901733398438, 'learning_rate': 1.962962962962963e-05, 'epoch': 0.07}
{'loss': 3.7164, 'grad_norm': 5.234494209289551, 'learning_rate': 1.6296296296296297e-05, 'epoch': 0.74}
{'loss': 3.7512, 'grad_norm': 5.695760250091553, 'learning_rate': 1.5925925925925926e-05, 'epoch': 0.81}
{'loss': 3.877, 'grad_norm': 33.36075973510742, 'learning_rate': 1.555555555555556e-05, 'epoch': 0.89}
{'loss': 3.7262, 'grad_norm': 15.414393424987793, 'learning_rate': 1.5185185185185187e-05, 'epoch': 0.96}
{'loss': 3.5342, 'grad_norm': 8.757887840270996, 'learning_rate': 1.4814814814814815e-05, 'epoch': 1.03}
{'loss': 3.7864, 'grad_norm': 9.209660530090332, 'learning_rate': 1.4444444444444446e-05, 'epoch': 1.1}
{'loss': 3.7313, 'grad_norm': 16.52144432067871, 'learning_rate': 1.4074074074074075e-05, 'epoch': 1.18}
{'loss': 3.7236, 'grad_norm': 9.379315376281738, 'learning_rate': 1.3703703703703706e-05, 'epoch': 1.25}
{'loss': 3.6337, 'grad_norm': 6.402956962585449, 'learning_rate': 1.3333333333333333e-05, 'epoch': 1.32}
{'loss': 3.6692, 'grad_norm': 8.028970718383789, 'learning_rate': 1.2962962962962964e-05, 'epoch': 1.4}
{'loss': 3.6417, 'grad_norm': 57.03059005737305, 'learning_rate': 1.2592592592592593e-05, 'epoch': 1.47}
{'loss': 3.5424, 'grad_norm': 7.916419982910156, 'learning_rate': 1.2222222222222224e-05, 'epoch': 1.55}
{'loss': 3.4103, 'grad_norm': 5.987494945526123, 'learning_rate': 1.1851851851851852e-05, 'epoch': 1.62}
{'loss': 3.4223, 'grad_norm': 11.399269104003906, 'learning_rate': 1.1481481481481482e-05, 'epoch': 1.69}
{'loss': 3.4758, 'grad_norm': 11.441413879394531, 'learning_rate': 1.1111111111111113e-05, 'epoch': 1.77}
{'loss': 3.3013, 'grad_norm': 11.88825798034668, 'learning_rate': 1.0740740740740742e-05, 'epoch': 1.84}
{'loss': 3.2772, 'grad_norm': 13.484885215759277, 'learning_rate': 1.037037037037037e-05, 'epoch': 1.92}
{'loss': 3.2637, 'grad_norm': 12.796686172485352, 'learning_rate': 1e-05, 'epoch': 1.99}
{'loss': 3.0735, 'grad_norm': 14.792563438415527, 'learning_rate': 9.62962962962963e-06, 'epoch': 2.06}
{'loss': 2.9489, 'grad_norm': 11.956809043884277, 'learning_rate': 9.25925925925926e-06, 'epoch': 2.13}
{'loss': 3.1318, 'grad_norm': 10.8895845413208, 'learning_rate': 8.888888888888888e-06, 'epoch': 2.21}
{'loss': 2.971, 'grad_norm': 11.516728401184082, 'learning_rate': 8.518518518518519e-06, 'epoch': 2.28}
{'loss': 2.937, 'grad_norm': 21.996511459350586, 'learning_rate': 8.148148148148148e-06, 'epoch': 2.35}
{'loss': 2.9678, 'grad_norm': 9.30168628692627, 'learning_rate': 7.77777777777778e-06, 'epoch': 2.43}
{'loss': 2.8176, 'grad_norm': 6.292671203613281, 'learning_rate': 7.4074074074074075e-06, 'epoch': 2.5}
{'loss': 2.8919, 'grad_norm': 12.981339454650879, 'learning_rate': 7.0370370370370375e-06, 'epoch': 2.58}
{'loss': 2.97, 'grad_norm': 15.819658279418945, 'learning_rate': 6.666666666666667e-06, 'epoch': 2.65}
{'loss': 2.812, 'grad_norm': 13.575679779052734, 'learning_rate': 6.296296296296297e-06, 'epoch': 2.72}
{'loss': 2.9612, 'grad_norm': 15.692785263061523, 'learning_rate': 5.925925925925926e-06, 'epoch': 2.8}
{'loss': 2.817, 'grad_norm': 11.631653785705566, 'learning_rate': 5.555555555555557e-06, 'epoch': 2.87}
{'loss': 2.8999, 'grad_norm': 24.444259643554688, 'learning_rate': 5.185185185185185e-06, 'epoch': 2.94}
{'loss': 2.7132, 'grad_norm': 21.108928680419922, 'learning_rate': 4.814814814814815e-06, 'epoch': 3.01}
{'loss': 2.7708, 'grad_norm': 21.471155166625977, 'learning_rate': 4.444444444444444e-06, 'epoch': 3.09}
{'loss': 2.812, 'grad_norm': 17.211750030517578, 'learning_rate': 4.074074074074074e-06, 'epoch': 3.16}
{'loss': 2.5809, 'grad_norm': 16.561758041381836, 'learning_rate': 3.7037037037037037e-06, 'epoch': 3.24}
{'loss': 2.5795, 'grad_norm': 13.72885799407959, 'learning_rate': 3.3333333333333333e-06, 'epoch': 3.31}
{'loss': 2.6344, 'grad_norm': 8.89268970489502, 'learning_rate': 2.962962962962963e-06, 'epoch': 3.38}
{'loss': 2.5724, 'grad_norm': 14.924466133117676, 'learning_rate': 2.5925925925925925e-06, 'epoch': 3.46}
{'loss': 2.7595, 'grad_norm': 11.904623985290527, 'learning_rate': 2.222222222222222e-06, 'epoch': 3.53}
{'loss': 2.7609, 'grad_norm': 40.45090866088867, 'learning_rate': 1.8518518518518519e-06, 'epoch': 3.61}
{'loss': 2.7111, 'grad_norm': 15.870097160339355, 'learning_rate': 1.4814814814814815e-06, 'epoch': 3.68}
{'loss': 2.5117, 'grad_norm': 17.072336196899414, 'learning_rate': 1.111111111111111e-06, 'epoch': 3.75}
{'loss': 2.546, 'grad_norm': 14.583446502685547, 'learning_rate': 7.407407407407407e-07, 'epoch': 3.83}
{'loss': 2.7543, 'grad_norm': 11.02224063873291, 'learning_rate': 3.7037037037037036e-07, 'epoch': 3.9}
{'loss': 2.6771, 'grad_norm': 24.456193923950195, 'learning_rate': 0.0, 'epoch': 3.97}
{'train_runtime': 112.99, 'train_samples_per_second': 57.492, 'train_steps_per_second': 4.779, 'train_loss': 3.2420654296875, 'epoch': 3.97}
4 0.7859778597785978
# final_acc: 78.38±0.96
